title,uri,type,representative_latitude,representative_longitude,location_precision,
Royal Hypogeum at Qatna,https://pleiades.stoa.org/places/650320274,cemetery,34.83583696535740,36.8639045437029,precise,
Roman temples at Chieti,https://pleiades.stoa.org/places/650519758,temple-2,42.34835391677230,14.165388437433700,precise,
Awlad Azzaz Site,https://pleiades.stoa.org/places/65773922,cemetery,26.5479692,31.5968821,precise,
Santa Venera al Pozzo,https://pleiades.stoa.org/places/657287138,sanctuary,37.5827598,15.1540248,precise,
Ajina Tepe,https://pleiades.stoa.org/places/656996448,abbey,37.797966430002100,68.85447185922160,precise,
Abbey of Monte Cassino,https://pleiades.stoa.org/places/65661952,church,41.49,13.813889,precise,
Kerma Necropolis,https://pleiades.stoa.org/places/651950411,cemetery,20.73776200589700,30.328191209517500,precise,
Issyk kurgan field,https://pleiades.stoa.org/places/651056358,cemetery,43.39140135973190,77.39456666054730,precise,
Delphinion (Miletos),https://pleiades.stoa.org/places/65156147,sanctuary,37.529912756625500,27.28068093578900,precise,
Tura d’ Urhay,https://pleiades.stoa.org/places/658629,church,37.132961,38.767136,precise,
Srir,https://pleiades.stoa.org/places/658603,sanctuary,36.177158,36.793518,precise,
"Zeus Madbachos, T.",https://pleiades.stoa.org/places/658637,sanctuary,36.278877,36.850917,precise,
"Thomas, Mon.",https://pleiades.stoa.org/places/658621,church,36.131236,35.939185,precise,
Monastery of Saint Simeon Stylites,https://pleiades.stoa.org/places/658606,church-2,36.334167,36.843889,precise,
"Symeon, Mon.",https://pleiades.stoa.org/places/658607,church,36.091405,36.03549,precise,
Tomb of Artaxerxes III,https://pleiades.stoa.org/places/658615446,tomb,29.9358951,52.8921648,precise,
Baqirha,https://pleiades.stoa.org/places/658401,church-2,36.2060551,36.6594493,precise,
Chordiraza?/Baisampse?,https://pleiades.stoa.org/places/658437,sanctuary,36.583961,38.252706,precise,
el-Hosn,https://pleiades.stoa.org/places/658482,temple,36.094692,36.485851,precise,
Kalota,https://pleiades.stoa.org/places/658492,sanctuary,36.352635,36.936019,precise,
"Alexandros, Mon.",https://pleiades.stoa.org/places/658372,church,36.212767,38.128409,precise,
Arsameia pros Nymphaio,https://pleiades.stoa.org/places/658391,sanctuary,37.9460874,38.6535925,precise,
Karakuş Tumulus,https://pleiades.stoa.org/places/658501,tomb,37.86943155575930,38.58793510239440,precise,
Sesönk,https://pleiades.stoa.org/places/658595,tumulus,37.484866,38.068965,precise,
Mar Yaqub,https://pleiades.stoa.org/places/658527,church,37.105188,38.90284,precise,
Nymphaion/Balaneion Tiberinon,https://pleiades.stoa.org/places/658552,temple,36.0342195,35.997440500000000,precise,
Qalbloze,https://pleiades.stoa.org/places/658578,church,36.216571,36.597732,precise,
"Seuera, Mon.",https://pleiades.stoa.org/places/658596,church,36.098007,36.074145,precise,
Qenneshre,https://pleiades.stoa.org/places/658579,church,36.827426,38.034807,precise,
Keston Roman Mausoleum,https://pleiades.stoa.org/places/654806992,tomb,51.351087453183300,0.03005580082683890,precise,
Duino Mithraeum,https://pleiades.stoa.org/places/655444319,shrine,45.7843061,13.5979462,precise,
Starosel Monumental Tomb,https://pleiades.stoa.org/places/655392792,tomb,42.51211865796490,24.547040905820200,precise,
Temple of Apollo (Side),https://pleiades.stoa.org/places/199455019,sanctuary,36.76424251328940,31.386705072521600,precise,
Treasury of Atreus,https://pleiades.stoa.org/places/190863456,tomb,37.726806,22.753603,precise,
Bougon,https://pleiades.stoa.org/places/197001409,cemetery,46.373442860000000,-0.06638102000000000,precise,
'Ein Gedi,https://pleiades.stoa.org/places/196074068,temple-2,31.4684491,35.3883831,precise,
Knockeen dolmen,https://pleiades.stoa.org/places/191098849,tomb,52.207472,-7.159087,precise,
Maltepe Tumulus,https://pleiades.stoa.org/places/191828977,tumulus,42.17435765195110,24.938608810121600,precise,
Siniyah Island Monastery,https://pleiades.stoa.org/places/191480805,church-2,25.619172,55.647662,precise,
Temple complex at Kommos,https://pleiades.stoa.org/places/198989301,sanctuary,35.01320321866860,24.760723391973000,precise,
Bidoni,https://pleiades.stoa.org/places/193087636,temple-2,40.1213901,8.9418309,precise,
Temple of Vespasian and Titus,https://pleiades.stoa.org/places/193196776,temple-2,41.89273058131320,12.48392163524880,precise,
Pyramid of Cestius,https://pleiades.stoa.org/places/195092807,tomb,41.876418100535500,12.480843525182200,precise,
Crocifisso del Tufo necropolis,https://pleiades.stoa.org/places/195410768,cemetery,42.720971054468700,12.105895499603400,precise,
Abu Sir,https://pleiades.stoa.org/places/195443086,cemetery,29.896115,31.20404,precise,
"Roman temple, Capo Mulini",https://pleiades.stoa.org/places/109976884,temple-2,37.575744,15.173213,precise,
Gallo-Roman Sanctuary at Hanches,https://pleiades.stoa.org/places/109031,sanctuary,48.599873,1.642925,precise,
Hochscheid,https://pleiades.stoa.org/places/109046,temple,49.869694500000000,7.2248335,precise,
Unnamed religious complex,https://pleiades.stoa.org/places/109007,sanctuary,49.00149245005740,1.2304200446256600,precise,
*Ganuenta?,https://pleiades.stoa.org/places/109000,sanctuary,51.598973,3.846162,precise,
Igel,https://pleiades.stoa.org/places/109063,tomb,49.7091434,6.5494716,precise,
Gournay-sur-Aronde,https://pleiades.stoa.org/places/109015,sanctuary,49.488469000000000,2.66827,precise,
Les Vaux de la Celle,https://pleiades.stoa.org/places/109004,sanctuary,49.1203993,1.7710257,precise,
Giessen,https://pleiades.stoa.org/places/109009,cemetery,50.584003,8.678255,precise,
Horath,https://pleiades.stoa.org/places/109052,tumulus,49.8166920325,6.986275019045,precise,
Görresburg,https://pleiades.stoa.org/places/109013,temple,50.48753145,6.62548385,precise,
Temple of Zeus at Nemea,https://pleiades.stoa.org/places/109791198,temple-2,37.80955603131440,22.710475115419900,precise,
Magdalenenberg,https://pleiades.stoa.org/places/109132,cemetery,48.053324,8.451947,precise,
Sanctuary of Isis and Magna Mater,https://pleiades.stoa.org/places/109133,sanctuary,50.0013011,8.2678809,precise,
Möhn,https://pleiades.stoa.org/places/109170,temple,49.831244249900000,6.587647065985,precise,
Nanteuil-sur-Aisne,https://pleiades.stoa.org/places/109189,sanctuary,49.511805,4.300717,precise,
Minatiacum,https://pleiades.stoa.org/places/109166,temple,49.566031,4.054387,precise,
Verbinum/Vironum,https://pleiades.stoa.org/places/109416,temple,49.831065000000000,3.905652,precise,
Varnenum,https://pleiades.stoa.org/places/109411,temple-2,50.729699585688300,6.193643920801040,precise,
Septeuil,https://pleiades.stoa.org/places/109339,temple,48.892577,1.680558,precise,
Widdertshäuschen at Serrig,https://pleiades.stoa.org/places/109342,tomb,49.5674796,6.580643,precise,
Ste-Ruffine,https://pleiades.stoa.org/places/109315,temple,49.105038,6.096431,precise,
Thalfang-Bäsch,https://pleiades.stoa.org/places/109374,temple,49.754237,6.996589,precise,
Siesbach,https://pleiades.stoa.org/places/109344,tomb,49.7368436,7.2120922,precise,
St-Aubin-sur-Gaillon,https://pleiades.stoa.org/places/109305,sanctuary,49.1480728,1.3243336,precise,
St-André-sur-Cailly,https://pleiades.stoa.org/places/109304,sanctuary,49.557165,1.212792,precise,
Songeons,https://pleiades.stoa.org/places/109349,sanctuary,49.55615770565,1.844174454955,precise,
Tabernae,https://pleiades.stoa.org/places/109361,sanctuary,49.66867963136310,6.516203657902320,precise,
Temple of Peltuinum,https://pleiades.stoa.org/places/109342090,sanctuary,42.28343052272540,13.623852055032600,precise,
Rouvroy-les-Merles,https://pleiades.stoa.org/places/109289,sanctuary,49.651889,2.3623929500000000,precise,
Rijsbergen,https://pleiades.stoa.org/places/109282,temple,51.515794,4.700558,precise,
Ribemont-sur-Ancre,https://pleiades.stoa.org/places/109278,sanctuary,49.96447199514750,2.5539479130947600,precise,
Tempelbezirk Pesch,https://pleiades.stoa.org/places/109214,temple-2,50.53360415,6.70291385,precise,
Pelm,https://pleiades.stoa.org/places/109244,sanctuary,50.23068070077140,6.674697360669450,precise,
Pommern-Martberg,https://pleiades.stoa.org/places/109252,sanctuary,50.1746994841,7.280533139145,precise,
Pithiviers-le-Vieil,https://pleiades.stoa.org/places/109248,temple-2,48.162827,2.206149,precise,
Myskhako necropolis,https://pleiades.stoa.org/places/109262400,cemetery,44.6552,37.759232,precise,
Temple of Fortuna Augusta,https://pleiades.stoa.org/places/100249112,temple-2,40.7507342,14.4844579,precise,
Egipar,https://pleiades.stoa.org/places/100593150,temple-2,30.961857906743100,46.10381944339850,precise,
"Mercurius, Aedes",https://pleiades.stoa.org/places/107133090,temple-2,41.883333,12.483333,rough,
Tumulo di Montecalvario,https://pleiades.stoa.org/places/107397415,tumulus,43.472549547699000,11.283803472110000,precise,
Temple of Poseidon at Isthmia,https://pleiades.stoa.org/places/107524051,temple-2,37.91573307390570,22.993014032090500,precise,
Marino Mithraeum,https://pleiades.stoa.org/places/106009165,shrine,41.769376,12.6551988,precise,
Chale Ghar 1,https://pleiades.stoa.org/places/106515918,sanctuary,34.2495603,50.9944101,precise,
Deuilly,https://pleiades.stoa.org/places/108924,temple,48.272183,3.166479,precise,
Diersheim,https://pleiades.stoa.org/places/108925,cemetery,48.667448,7.935342,precise,
Estrées-St-Denis,https://pleiades.stoa.org/places/108968,sanctuary,49.425878,2.6423744,precise,
Fluy,https://pleiades.stoa.org/places/108987,temple,49.856656,2.0996525,precise,
Domburg,https://pleiades.stoa.org/places/108929,temple,51.562997,3.497232,precise,
Deneuvre,https://pleiades.stoa.org/places/108922,temple,48.444158,6.7349565,precise,
Epoissum,https://pleiades.stoa.org/places/108963,temple,49.630979,5.167433,precise,
Epiais-Rhus,https://pleiades.stoa.org/places/108962,sanctuary,49.1269805,2.0731885000000000,precise,
Gamaches-en-Vexin,https://pleiades.stoa.org/places/108999,temple,49.267831,1.613094,precise,
Bad Bertrich,https://pleiades.stoa.org/places/108783,temple,50.071287,7.036525,precise,
Bailleul-sur-Thérain,https://pleiades.stoa.org/places/108789,temple,49.3855765,2.2317945,precise,
[Augusta] Ambianorum,https://pleiades.stoa.org/places/108771,sanctuary,50.021578,1.461921,precise,
Champlieu,https://pleiades.stoa.org/places/108876,sanctuary,49.309163351252300,2.8542613517409000,precise,
Sanctuary of Mercury Canetonnessis,https://pleiades.stoa.org/places/108852,sanctuary,49.179131,0.620882,precise,
Gallo-Roman Sanctuary at Bû,https://pleiades.stoa.org/places/108833,sanctuary,48.81583,1.498878,precise,
Bracquemont,https://pleiades.stoa.org/places/108822,sanctuary,49.941391,1.121853,precise,
S. Porphyrius,https://pleiades.stoa.org/places/108879169,church-2,31.503669387110100,34.46181487199310,precise,
San Giovanni in Oleo,https://pleiades.stoa.org/places/108889249,church-2,41.87659466793010,12.50212886305360,precise,
Pyramid of Sahure,https://pleiades.stoa.org/places/108282409,pyramid,29.89756745949010,31.204810629486300,precise,
Pyramid of Djedkare-Isesi,https://pleiades.stoa.org/places/108282408,pyramid,29.850964,31.220946950000000,precise,
Arx of Cosa,https://pleiades.stoa.org/places/103018178,sanctuary,42.410833,11.286111,precise,
Mithraeum of Lucretius Menander,https://pleiades.stoa.org/places/103030031,temple-2,41.75526272235200,12.288613727801700,precise,
Sacred Area of S. Omobono,https://pleiades.stoa.org/places/103123065,sanctuary,41.89070268988720,12.481045501482500,precise,
Costedt Roman Cemetery,https://pleiades.stoa.org/places/103286456,cemetery,52.22786691453730,8.857188873985870,precise,
Temple of Zeus at Cyrene,https://pleiades.stoa.org/places/103565779,temple-2,32.82234007327920,21.862443667900700,precise,
Kraneion Early Christian Basilica,https://pleiades.stoa.org/places/102813531,church-2,37.90463336824980,22.894704157979200,precise,
Cursus Barrows (Burial Mounds) ,https://pleiades.stoa.org/places/105470541,cemetery,51.184148,-1.831788,precise,
Greppe S. Angelo necropolis,https://pleiades.stoa.org/places/105341156,cemetery,41.9965645,12.1086465,precise,
"Church of Saint Catherine, Thessaloniki",https://pleiades.stoa.org/places/170580013,church-2,40.643213,22.944237,precise,
Koumasa prepalatial cemetery ,https://pleiades.stoa.org/places/170529772,cemetery,34.983322954997100,25.013027603788000,precise,
Villards-d’Heria,https://pleiades.stoa.org/places/177659,sanctuary,46.419945,5.7358,precise,
"S. Desideratus, Mon.",https://pleiades.stoa.org/places/177617,church,46.6414475,4.4468195,precise,
Tumulus de Péré,https://pleiades.stoa.org/places/177113801,tomb,46.149157603741900,-0.5310750228145400,precise,
Catacomb of San Zotico,https://pleiades.stoa.org/places/177181834,cemetery,41.850465,12.667922,precise,
Faverolles,https://pleiades.stoa.org/places/177521,temple,47.964176,5.222123,precise,
Mont-Rivel,https://pleiades.stoa.org/places/177583,temple,46.760252,5.9305985,precise,
Izernore,https://pleiades.stoa.org/places/177545,sanctuary,46.220924966666700,5.556080033333330,precise,
Agios Elias Doric temple,https://pleiades.stoa.org/places/177523747,temple-2,37.42171180093980,22.25030413975650,precise,
Marcellinus and Peter,https://pleiades.stoa.org/places/176681325,cemetery,41.879028,12.549083,precise,
Lefkandi Heroon(?),https://pleiades.stoa.org/places/176836030,tomb,38.413205250000000,23.6728368,precise,
Tall Bāzy,https://pleiades.stoa.org/places/17634131,sanctuary,36.42698687288310,38.27593487901090,precise,
Necropolis of Madonna d'olivo,https://pleiades.stoa.org/places/171321862,cemetery,42.40607605,11.874001,precise,
Basilica Julia,https://pleiades.stoa.org/places/173078007,basilica,41.8919597,12.4840267,precise,
Vapheio Tholos Tomb,https://pleiades.stoa.org/places/172198383,tomb,37.02030919875640,22.467811044472800,precise,
Via Olevano Romano columbarium,https://pleiades.stoa.org/places/175815320,cemetery,41.894025914188000,12.554867633557600,precise,
Prato Rosello necropolis,https://pleiades.stoa.org/places/175420887,cemetery,43.7739837,11.0567519,precise,
Eduranna,https://pleiades.stoa.org/places/175425813,temple-2,31.2845,45.851475,precise,
"Street of Facades, Petra",https://pleiades.stoa.org/places/169016720,cemetery,30.3239181,35.4480261,precise,
Vrysi tou Barba,https://pleiades.stoa.org/places/169253046,cemetery,35.3499788,33.1610836,precise,
Church at Shams el-Din,https://pleiades.stoa.org/places/160004729,church-2,24.696071592512000,30.601148244259800,precise,
"Qasr Libya, West Church",https://pleiades.stoa.org/places/160004728,church-2,32.631103991502100,21.39669599813190,precise,
Unnamed monastery,https://pleiades.stoa.org/places/160817,church,43.506577,7.047285,precise,
Untitled,https://pleiades.stoa.org/places/160818,church,44.025599,8.226365,rough,
Salt-en-Donzy,https://pleiades.stoa.org/places/167910,temple,45.734964,4.288141,precise,
Val-des-Nymphes,https://pleiades.stoa.org/places/167950,temple,44.394282,4.774947,precise,
St-Maurice-d’Ibie,https://pleiades.stoa.org/places/167900,temple,44.501152,4.483047,precise,
Ventavon,https://pleiades.stoa.org/places/167961,tumulus,44.370918,5.905675,precise,
Varces-Allières-et-Risset,https://pleiades.stoa.org/places/167955,temple,45.088055,5.679483,precise,
Vercoiran,https://pleiades.stoa.org/places/167963,temple,44.301891,5.341055,precise,
Le Serre d’Astier,https://pleiades.stoa.org/places/167923,temple,44.361708,5.775843,precise,
Sillingy,https://pleiades.stoa.org/places/167924,temple-2,45.945364,6.034729,precise,
Soyans,https://pleiades.stoa.org/places/167928,temple,44.628761,5.021824,precise,
Vernas,https://pleiades.stoa.org/places/167964,tumulus,45.776152,5.281057,precise,
Salins-les-Thermes,https://pleiades.stoa.org/places/167909,temple,45.471473,6.528298,precise,
Vaiṣṇava Temple at Udayagiri,https://pleiades.stoa.org/places/167035137,temple-2,23.53945211051200,77.77117554168630,precise,
Chalencon,https://pleiades.stoa.org/places/167707,temple,44.878479,4.575018,precise,
Chabestan,https://pleiades.stoa.org/places/167706,tumulus,44.478069,5.782979,precise,
Corlier,https://pleiades.stoa.org/places/167726,temple,46.03029,5.49861,precise,
Desaignes,https://pleiades.stoa.org/places/167740,temple,44.994852,4.517428,precise,
Gabrias,https://pleiades.stoa.org/places/167777,temple,44.545334,3.373663,precise,
Epaone,https://pleiades.stoa.org/places/167755,church,45.244871,4.848102,precise,
Chanac,https://pleiades.stoa.org/places/167709,temple,44.466143,3.343535,precise,
