Object ID,Name,place type,Analysis,Information,Entity type,Pleiades,[Location] Long,[Location] Lat,In - Object ID,In - Name,Pleiades,In - [Location] Geometry,Near - Object ID,Near - Name,Pleiades,Near - [Location] Geometry,Alt. name for - Object ID,Name,Pleiades,Alt. name for - [Location] Geometry
10268903,🏛️ the Tomb of Teiresias (Tilphousa),tomb,2,,Landmark,,22.994538,38.371064,9613827,🌍 the Grove of Tilphousan Apollo (Boiotia) cult site of Apollo in Boiotia,541148,"22.994538, 38.371064",,,,,,,,
10268883,🏛️ the Tomb of the Mares of Marmax (Elis) at the river Parthenia,tomb,2,at the river Parthenia,Landmark,,21.75,37.75,10268887,🌍 River Parthenia (Elis) river in Elis,570565,"21.75, 37.75",,,,,,,,
10268877,🏛️ the Tomb of Andraimon (Colophon) near Colophon,tomb,1,near Colophon,Landmark,,27.1483085,38.108253,,,,,8195131,🌍 Colophon (Ionia) city in Ionia,599577,"27.1483085, 38.108253",,,,
10268864,🏛️ the Tomb of Promethos (Colophon) in Colophon,tomb,2,in Colophon,Landmark,,,,10268857,🏛️ Polyteichides (Colophon) in Ionia,,,,,,,,,,
10268857,🏛️ Polyteichides (Colophon) in Ionia,landmark,1,in Ionia,Landmark,,27.1483085,38.108253,8195131,🌍 Colophon (Ionia) city in Ionia,599577,"27.1483085, 38.108253",,,,,,,,
10268842,🏛️ the Tomb of Sauros (Elis) near River Erymanthos,tomb,1,near River Erymanthos,Landmark,,21.75,37.75,,,,,10268847,🌍 River Erymanthos (Elis/Arcadia) river in Elis/Arcadia,570237,"21.75, 37.75",,,,
10268809,🏛️ the Tomb of Taraxippos (Isthmia) at Isthmia,tomb,2,at Isthmia,Landmark,,22.9931345,37.9158035,9612969,🌍 Isthmia (Argolid) site of the Isthmian Games,570316,"22.9931345, 37.9158035",,,,,,,,
10268187,🏛️ the Tomb of Androclos (Ephesos) in Ephesos,tomb,1,in Ephesos,Landmark,,27.339721999999995,37.941944,8254020,🌍 Ephesos (Asia Minor) city in Asia Minor,599612,"27.339721999999995, 37.941944",,,,,,,,
10267733,🏛️ the Tomb of Orestes (Tegea) near Tegea,tomb,2,near Tegea,Landmark,,22.420672,37.455301,,,,,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,
10267719,🏛️ the Tomb of Echemos (Tegea) in Tegea,tomb,1,in Tegea,Landmark,,22.420672,37.455301,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,,,,,
10267665,🏛️ Spring Aganippe (Mt Helicon),spring,2,,Landmark,,22.8225,38.352778,9878166,🌍 Mount Helicon (Boiotia) mountain in Boiotia,540808,"22.8225, 38.352778",,,,,,,,
10267638,🏛️ the Tomb of Neileus (Miletos),tomb,1,,Landmark,,27.278316833332998,37.522904733333,9612865,🌍 Miletos (Asia Minor) city in Asia Minor,599799,"27.278316833332998, 37.522904733333",,,,,,,,
10267531,🏛️ the Tomb of Tisamenos (Sparta) in Sparta,tomb,1,in Sparta,Landmark,,22.4272985,37.077905,8194308,🌍 Sparta (Laconia) city in Laconia,570685,"22.4272985, 37.077905",,,,,,,,
10267103,🏛️ the Throne of Tantalos (Mt Sipylos),throne,1,,Landmark,,27.456,38.567,9613077,🌍 Mount Sipylos (Lydia) mountain in Magnesia,550884,"27.456, 38.567",,,,,,,,
10266993,🏛️ the Tomb of Tegeates (Tegea) at Tegea,tomb,1,at Tegea,Landmark,,22.420672,37.455301,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,,,,,
10266914,🏛️ the Tomb of Leucone (Arcadia) in Arcadia,tomb,1,in Arcadia,Landmark,,22.420672,37.455301,,,,,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,
10217964,🏛️ the Tomb of Hippodameia (Olympia) in the Sanctuary of Zeus at Olympia,tomb,2,in the Sanctuary of Zeus at Olympia,Landmark,,,,10217933,🌍 the Sanctuary of Zeus at Olympia,,,,,,,,,,
10217931,🏛️ the Sicyonian Treasury (Olympia) at Olympia,treasury,1,at Olympia,Landmark,,21.630874780357,37.638689420584,9605463,🌍 Olympia (Elis) home of the Olympic Games,570531,"21.630874780357, 37.638689420584",,,,,,,,
10217923,🏛️ the House of Oinomaos (Olympia) only surviving relic of the house of Oinomaos at Olympia is a single pillar,house,3,only surviving relic of the house of Oinomaos at Olympia is a single pillar,Landmark,,21.630874780357,37.638689420584,9605463,🌍 Olympia (Elis) home of the Olympic Games,570531,"21.630874780357, 37.638689420584",,,,,,,,
10215549,🏛️ the Tomb of Aitolos (Olympia) at Olympia,tomb,2,at Olympia,Landmark,,21.630874780357,37.638689420584,9605463,🌍 Olympia (Elis) home of the Olympic Games,570531,"21.630874780357, 37.638689420584",,,,,,,,
10214996,🏛️ the Tomb of Endymion (Olympia) in the Stadium of Olympia,tomb,2,in the Stadium of Olympia,Landmark,,,,10214997,🌍 the Stadium at Olympia where the games are held,,,,,,,,,,
10214956,🏛️ the Bent Olive Tree (Troizen) near Troizen,tree,2,near Troizen,Landmark,,23.362444,37.496395,,,,,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,
10214948,🏛️ the House of Hippolytos (Troizen) in Troizen,house,1,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214946,🏛️ the Tomb of Phaidra (Troizen) in Troizen,tomb,1,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214944,🏛️ the Tomb of Hippolytos (Troizen) in Troizen,tomb,2,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214942,🏛️ the Racecourse of Hippolytos (Troizen) in Troizen,landmark,1,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214937,🏛️ the Myrtle Tree of Phaidra (Troizen) at Troizen,tree,5,at Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214885,🏛️ the Wild Olive Tree (Troizen) in Troizen,tree,2,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214880,"🏛️ the Tomb of Sphairos (Sacred Island) on Sacred Island, near Troizen",tomb,1,"on Sacred Island, near Troizen",Landmark,,,,,,,,10214871,🌍 Sacred Island (Argolid) island off Troizen in the Argolid,573531,,,,,
10214861,🏛️ the Bay Tree of Orestes (Troizen) in Troizen,tree,2,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214859,🏛️ the Tent of Orestes (Troizen) in Troizen,landmark,2,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214845,"🏛️ the House of Hippomedon (Mt Pontinos) on Mount Pontinos, in the Argolid",house,1,"on Mount Pontinos, in the Argolid",Landmark,,22.7183258,37.5512409,10214844,🌍 Mount Pontinos (Argolid) mountain in the Argolid,573475,"22.7183258, 37.5512409",,,,,,,,
10214825,🏛️ the Sacred Stone (Troizen) in front of the temple of Artemis Lyceia,landmakr,2,in front of the temple of Artemis Lyceia,Landmark,,,,10214821,🏛️ the Temple of Artemis Lyceia at Troizen,,,,,,,,,,
10214793,🏛️ the Tomb of Pittheus (Troizen) in Troizen,tomb,1,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214657,🏛️ the Pyre of Eteocles (Thebes) at Thebes,landmark,3,at Thebes,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10214578,🏛️ the Tomb of Menoiceus (Thebes) at Thebes,tomb,1,at Thebes,Landmark,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
10214553,🏛️ the Tomb of Car (Argolid) between Megara and Corinth,tomb,1,between Megara and Corinth,Landmark,,23.340163,37.985078,,,,,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,
10214551,"🏛️ the Tomb of Autonoe (Ereneia) in Ereneia, near Megara",tomb,1,"in Ereneia, near Megara",Landmark,,,,10210709,🌍 Ereneia (Megarid) town in north Megarid,,,,,,,,,,
10214515,🏛️ the Tomb of the Finger (Maniai) in Arcadia,tomb,1,in Arcadia,Landmark,,,,10214510,🌍 Maniai (Arcadia) region of Arcadia,573357,,,,,,,,,
10214383,🏛️ the Tomb of Trygon (Thelpousa) in Arcadia,tomb,1,in Arcadia,Landmark,,,,10767668,🌍 the Sanctuary of Asclepios Pais at Thelpousa (Arcadia),,,,,,,,,,
10214296,🏛️ the Tomb of Alcmaion (Psophis) at Psophis,tomb,1,at Psophis,Landmark,,21.892903,37.871725,8253978,🌍 Psophis (Arcadia) city in Arcadia,570638,"21.892903, 37.871725",,,,,,,,
10210698,🏛️ the Tomb of Aigialeus (Megara) in Pagai north of Megara,tomb,2,in Pagai north of Megara,Landmark,,23.197116,38.084923,10187028,🌍 Pagai (Megarid) town or region north of Megara,570543,"23.197116, 38.084923",,,,,,,,
10210671,🏛️ the Tomb of Lelex (Nisaia) in Nisaia,tomb,1,in Nisaia,Landmark,,23.362766,37.974359,10151521,🌍 Nisaia (Megarid) city in the Megarid,570508,"23.362766, 37.974359",,,,,,,,
10210653,🏛️ the Tomb of the Aloadai (Anthedon),tomb,1,,Landmark,,23.451655,38.497693,9651961,🌍 Anthedon (Boiotia) harbor in Boiotia,540639,"23.451655, 38.497693",,,,,,,,
10210642,"🏛️ the Tree of Hermes (Tanagra) in the Sanctuary of Hermes Promachos, under which Hermes was nursed",tree,2,"in the Sanctuary of Hermes Promachos, under which Hermes was nursed",Landmark,,,,10773537,🌍 the Sanctuary of Hermes Promachos at Tanagra (Boiotia),,,,,,,,,,
10210604,🏛️ the Tomb of Coroibos (Megara) in Megara,tomb,1,in Megara,Landmark,,,,10210645,🌍 the Agora of Megara,,,,,,,,,,
10192038,🏛️ the Tomb of Astycrateia and Manto (Megara) in Megara,tomb,1,in Megara,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10192029,🏛️ the Tomb of Iphinoe (Megara) in Megara,tomb,1,in Megara,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10192028,🏛️ the Tomb of Pyrgo (Megara) in Megara,tomb,1,in Megara,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10192025,🏛️ the Tomb of Orion (Tanagra) at Tanagra,tomb,1,at Tanagra,Landmark,,23.581173,38.300198333333,10191984,🌍 Tanagra (Boiotia) city in Boiotia,580114,"23.581173, 38.300198333333",,,,,,,,
10191999,🏛️ the Tomb of Phocos (Aigina) in Aigina,tomb,1,in Aigina,Landmark,,23.4285005,37.7500745,10191987,🌍 Aigina (city) city on island of Aigina,579853,"23.4285005, 37.7500745",,,,,,,,
10191997,🏛️ the Tomb of Aiacos (Aigina) in Aigina,tomb,1,in Aigina,Landmark,,23.4285005,37.7500745,10191987,🌍 Aigina (city) city on island of Aigina,579853,"23.4285005, 37.7500745",,,,,,,,
10191983,🏛️ Spring Canathos (Argolid) spring in Nauplia in the Argolid,spring,1,spring in Nauplia in the Argolid,Landmark,,22.808706,37.568123,10146499,🌍 Nauplia (Argolid) city in the Argolid,570501,"22.808706, 37.568123",,,,,,,,
10191957,🏛️ the Tomb of Temenos (Temenion) at Temenion,tomb,2,at Temenion,Landmark,,22.737804,37.581685,10191948,🌍 Temenion (Argolid) city in the Argolid,570710,"22.737804, 37.581685",,,,,,,,
10191925,"🏛️ Anaclethris (Megara) rock in Megara where Demeter ""summons"" her daughter",rock,2,"rock in Megara where Demeter ""summons"" her daughter",Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10191923,🏛️ the Prytaneion (Megara),landmark,1,,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10188744,🏛️ the Tomb of Callipolis (Megara) in Megara,tomb,1,in Megara,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10188735,🏛️ the Tomb of Timalcos (Megara) on Alcathous in Megara,tomb,1,on Alcathous in Megara,Landmark,,,,10187048,🌍 the Citadel of Alcathoos (Megara) a citadel of Megara,,,,,,,,,,
10188728,🏛️ the Musical Stone (Megara) place where Apollo left his lyre when helping Alcathous build the wall,stone,2,place where Apollo left his lyre when helping Alcathous build the wall,Landmark,,,,10187048,🌍 the Citadel of Alcathoos (Megara) a citadel of Megara,,,,,,,,,,
10188424,🏛️ the Tomb of the Bodies of the Aigyptoi (Lerna) at Lerna,tomb,3,at Lerna,Landmark,,22.7183258,37.5512409,8253954,🌍 Lerna (Argolid) city in the Argolid,570424,"22.7183258, 37.5512409",,,,,,,,
10188422,🏛️ the Tomb of the Heads of the Aigyptoi (Argos) at Argos,tomb,3,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187145,🏛️ the Tomb of Crotopos (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187136,🏛️ the Tomb of Helenos (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187130,🏛️ the Tomb of Deianeira (Mt Oita) near Heracleia,tomb,1,near Heracleia,Landmark,,22.288611,38.828611,8254036,🌍 Mount Oita (Thessaly) mountain range in Thessaly and Phocis,540968,"22.288611, 38.828611",,,,,,,,
10187127,🏛️ the Tomb of Deianeira (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187117,🏛️ the Tomb of Hyrnetho (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187110,🏛️ the Tomb of Eriphyle (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187108,🏛️ the House of Adrastos (Argos) in Argos,house,2,in Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187083,🏛️ the Tomb of Licymnios (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187074,🏛️ the Second Wall of Megara built by Alcathous after Minos destroys first wall,wall,3,built by Alcathous after Minos destroys first wall,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10187051,🏛️ the Tomb of Megareus (Megara) in Megara,tomb,1,in Megara,Landmark,,,,10187048,🌍 the Citadel of Alcathoos (Megara) a citadel of Megara,,,,,,,,,,
10187034,🏛️ the Tent of Agamemnon (Aulis) in Aulis,tomb,1,in Aulis,Landmark,,23.5936545,38.4302595,8194742,🌍 Aulis (Boiotia) city in Boiotia,579889,"23.5936545, 38.4302595",,,,,,,,
10187020,🏛️ the Tomb of Tereus (Megara) in Megara,tomb,1,in Megara,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10187017,🏛️ the Tomb of Argos (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10187011,🏛️ the Tomb of Aipytos (Arcadia) in Arcadia,tomb,1,in Arcadia,Landmark,,,,10187004,🌍 Mount Sepia (Arcadia) mountain in Arcadia,573514,,,,,,,,,
10186999,🏛️ the Tomb of Hippolyte (Megara) in Megara,tomb,2,in Megara,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10186991,🏛️ the Tomb of Tantalos (Mt Sipylos) in Lydia,tomb,3,in Lydia,Landmark,,27.456,38.567,9613077,🌍 Mount Sipylos (Lydia) mountain in Magnesia,550884,"27.456, 38.567",,,,,,,,
10186979,🏛️ the Tomb of Tantalos (Argos) bronze vessel in Argos,tomb,2,bronze vessel in Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10186971,🏛️ the Tomb of Pelasgos (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10186959,🏛️ the Tomb of the Haliai (Argos) at Argos,tomb,2,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10186767,🏛️ the Tomb of Hyllos (Megara),tomb,1,,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10186744,🏛️ the Tomb of Alcmene (Megara) in Megara,tomb,3,in Megara,Landmark,,23.340163,37.985078,9619397,🌍 Megara (Argolid) city on the Attica-Argolid border,570468,"23.340163, 37.985078",,,,,,,,
10185459,"🏛️ the House of Crios (Sparta) at Sparta, site of the Sanctuary of Apollo Carneios",house,1,"at Sparta, site of the Sanctuary of Apollo Carneios",Landmark,,,,11288576,🌍 the Sanctuary of Apollo Carneios at Sparta,,,,,,,,,,
10185383,🏛️ the Tomb of Gorgophone (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185369,🏛️ the Tomb of the Head of Medousa (Argos) at Argos,tomb,2,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185358,🏛️ the Tomb of Talaos (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185357,🏛️ the Tomb of Hypermnestra and Lynceus (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185356,🏛️ the Tomb of Hypermnestra (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185350,🏛️ the Tomb of Cerdo (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185325,🏛️ the Tomb of Chalcodon (Teumessos),tomb,1,,Landmark,,23.382283,38.357554,10185244,🌍 Teumessos (Boiotia) city in Boiotia,541133,"23.382283, 38.357554",,,,,,,,
10185322,🏛️ the Tomb of Choreia (Argos) at Argos,tomb,1,at Argos,Landmark,,22.719464,37.631561,8228853,🌍 Argos (city) city in the Peloponnese,570106,"22.719464, 37.631561",,,,,,,,
10185321,🏛️ the Tomb of Chalcodon (Pheneos) near Pheneos,tomb,3,near Pheneos,Landmark,,,,,,,,10185273,🌍 the Sanctuary of Apollo and Artemis near Pheneos (Arcadia) built by Heracles after sacking Elis,,,,,,
10185316,🏛️ the Tomb of Telamon (Pheneos) near Pheneos,tomb,3,near Pheneos,Landmark,,,,,,,,10185273,🌍 the Sanctuary of Apollo and Artemis near Pheneos (Arcadia) built by Heracles after sacking Elis,,,,,,
